brand,model,weight_g,price_EUR,img_url,length_mm,width_mm,thickness_mm,display_size_pixels,internal_memory_GB,primary_camera_MP,secondary_camera_MP,battery_mAh,is_removable,screen_to_body_ratio,cpu_speed,ram_size,technology_type,color_support,additional_features
Samsung,I9500 Galaxy S4,130,320,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-4-i9500-black-mist.jpg,136.6,69.8,7.9,1080 x 1920,64.0,13,2.0,2600.0,1,72.3,1.6,2.0,Super AMOLED,16M,[]
Samsung,I9502 Galaxy S4,132,460,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-4-i9500-black-mist.jpg,136.6,69.8,7.9,1080 x 1920,64.0,13,2.0,2600.0,1,72.3,1.6,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S4 CDMA,130.1,440,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s4-verizon.jpg,136.7,69.6,7.9,1080 x 1920,16.0,13,2.0,2600.0,1,72.4,1.9,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Note 8.0,338,320,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-80-n5100.jpg,210.8,135.9,8.0,800 x 1280,32.0,5,3.0,4600.0,0,64.8,1.6,2.0,TFT,16M,[]
Samsung,Galaxy Note 8.0 Wi-Fi,338,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-80-n5110.jpg,210.8,135.9,8.0,800 x 1280,32.0,5,3.0,4600.0,0,64.8,1.6,2.0,TFT,16M,[]
Samsung,Galaxy Young S6310,112,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-young-ss.jpg,109.4,58.6,12.5,320 x 480,4.0,15,,1300.0,1,49.7,1.0,786432.0,TFT,256K,[]
Samsung,Galaxy Fame S6810,120.6,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-frame.jpg,113.2,61.6,11.6,320 x 480,4.0,5,,1300.0,1,52.3,1.0,524288.0,TFT,256K,[]
Samsung,Galaxy Express I8730,139.1,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-express.jpg,132.2,69.1,9.3,480 x 800,8.0,5,3.0,2000.0,1,63.1,1.2,1.0,Super AMOLED,16M,['Super AMOLED Plus']
Samsung,S7710 Galaxy Xcover 2,148.5,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-xcover-2.jpg,130.5,67.7,12.0,480 x 800,4.0,5,,1700.0,1,51.5,1.0,1.0,TFT,16M,[]
Samsung,I9105 Galaxy S II Plus,121,210,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-ii-plus-i9105p-ofic.jpg,125.3,66.1,8.5,480 x 800,8.0,8,2.0,1650.0,1,63.5,1.2,1.0,Super AMOLED,16M,['Super AMOLED Plus']
Samsung,Ativ Odyssey I930,125,200,http://cdn2.gsmarena.com/vv/bigpic/samsung-ativ-odyssey-new.jpg,122.4,63.8,10.9,480 x 800,8.0,5,2.0,2100.0,1,58.3,1.5,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Grand I9082,162,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-gt-i9080.jpg,143.5,76.9,9.6,480 x 800,8.0,8,2.0,2100.0,1,64.5,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Grand I9080,162,210,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-gt-i9080.jpg,143.5,76.9,9.6,480 x 800,8.0,8,2.0,2100.0,1,64.5,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Note LTE 10.1 N8020,600,390,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-lte-n8020.jpg,262.0,180.0,8.9,800 x 1280,64.0,5,9.0,7000.0,0,62.7,1.4,2.0,,16M,[]
Samsung,Galaxy Stratosphere II I415,154,170,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-stratosphere-II.jpg,126.2,65.5,13.5,480 x 800,8.0,5,3.0,1800.0,1,55.1,1.2,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Discover S730M,122,80,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-discover.jpg,112.8,61.5,11.5,320 x 480,4.0,15,,1300.0,1,52.6,800000.0,524288.0,TFT,256K,[]
Samsung,Galaxy Pop SHV-E220,134,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pop-shv-e220.jpg,134.2,68.1,9.1,720 x 1280,16.0,8,9.0,2100.0,1,65.2,1.4,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Premier I9260,130,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-premier-i9260-new.jpg,134.2,68.0,9.0,720 x 1280,16.0,8,9.0,2100.0,1,65.3,1.5,1.0,Super AMOLED,16M,[]
Samsung,Google Nexus 10 P8110,603,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-google-nexus-10-new.jpg,263.9,177.6,8.9,2560 x 1600,32.0,5,9.0,9000.0,0,63.1,1.7,2.0,PLS,16M,[]
Samsung,Ativ Tab P8510,570,440,http://cdn2.gsmarena.com/vv/bigpic/samsung-ativ-tab.jpg,265.8,168.1,8.9,1366 x 768,64.0,5,9.0,8200.0,0,62.9,1.5,2.0,PLS,16M,[]
Samsung,I8190 Galaxy S III mini,111.5,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-iii-mini-i8190.jpg,121.6,63.0,9.9,480 x 800,16.0,5,,1500.0,1,59.4,1.0,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Rugby Pro I547,159,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-rugby-pro-i547.jpg,128.0,67.0,12.7,480 x 800,8.0,5,3.0,1850.0,1,53.1,1.5,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Express I437,136,160,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-express-i437.jpg,132.6,69.3,9.1,480 x 800,8.0,5,3.0,2000.0,1,62.7,1.5,1.0,Super AMOLED,16M,['Super AMOLED Plus']
Samsung,I9305 Galaxy S III,131,320,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9300-galaxy-s-iii-ofic.jpg,136.6,70.6,8.6,720 x 1280,16.0,8,9.0,2100.0,1,65.9,1.4,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Victory 4G LTE L300,139,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-victory-4g-lte-sph-l300.jpg,121.9,63.5,12.7,480 x 800,4.0,5,3.0,2100.0,1,58.8,1.2,1.0,TFT,16M,[]
Samsung,Galaxy S Relay 4G T699,147,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-relay-4g.jpg,126.0,66.0,13.5,480 x 800,8.0,5,,1800.0,1,54.8,1.5,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Note II N7100,183,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-ii-n7100-new.jpg,151.1,80.5,9.4,720 x 1280,64.0,8,9.0,3100.0,1,68.6,1.6,2.0,Super AMOLED,16M,[]
Samsung,Galaxy Note II CDMA,179.4,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-ii-cdma.jpg,151.1,80.5,9.4,720 x 1280,16.0,8,9.0,3100.0,1,68.6,1.6,2.0,Super AMOLED,16M,[]
Samsung,Ativ S I8750,135,220,http://cdn2.gsmarena.com/vv/bigpic/samsung-ativ-s-new.jpg,137.2,70.5,8.7,720 x 1280,32.0,8,9.0,2300.0,1,65.7,1.5,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Camera GC100,300,250,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-camera-new.jpg,128.7,70.8,19.1,720 x 1280,4.0,3,,1650.0,1,69.7,1.4,1.0,,16M,[]
Samsung,Galaxy Rush M830,119.1,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-rush-sph-m830.jpg,122.9,59.9,11.9,320 x 480,2.0,15,3.0,1750.0,1,49.5,1.0,786432.0,TFT,,[]
Samsung,Galaxy Stellar 4G I200,134,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-stellar-sch-i200.jpg,122.0,64.0,12.0,480 x 800,4.0,15,3.0,2100.0,1,58.3,1.2,1.0,TFT,16M,[]
Samsung,Galaxy Reverb M950,129,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-reverb-m950.jpg,122.0,64.0,11.3,480 x 800,4.0,5,3.0,1700.0,1,58.3,1.4,786432.0,,16M,[]
Samsung,Galaxy Tab 2 7.0 I705,345.7,200,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-2-sch-i705.jpg,193.8,122.4,10.4,600 x 1024,8.0,15,,4000.0,0,58.1,1.2,1.0,PLS,16M,[]
Samsung,Galaxy Note 10.1 N8000,600,320,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-n8000.jpg,262.0,180.0,8.9,800 x 1280,64.0,5,9.0,7000.0,0,62.7,1.4,2.0,PLS,16M,[]
Samsung,Galaxy Note 10.1 N8010,597,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-101-n8000.jpg,262.0,180.0,8.9,800 x 1280,64.0,5,9.0,7000.0,0,62.7,1.4,2.0,PLS,16M,[]
Samsung,Galaxy S Duos S7562,120,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-duos-s7562.jpg,121.5,63.1,10.5,480 x 800,4.0,5,,1500.0,1,59.4,1.0,786432.0,TFT,16M,[]
Samsung,Galaxy Appeal I827,114.2,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-appeal.jpg,112.0,57.7,14.2,320 x 480,4.0,15,,1300.0,1,47.2,800000.0,524288.0,,,[]
Samsung,Galaxy Tab 8.9 4G P7320T,458,220,http://cdn2.gsmarena.com/vv/bigpic/Samsung-GALAXY-Tab-8.9-4g.jpg,230.9,157.8,8.6,800 x 1280,32.0,15,2.0,6100.0,0,63.0,1.5,1.0,PLS,16M,[]
Samsung,Galaxy S III T999,133,310,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-iii-tmobile.jpg,136.6,70.6,8.6,720 x 1280,32.0,8,9.0,2100.0,1,65.9,1.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S III I747,134,300,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-iii-att.jpg,136.6,70.6,8.6,720 x 1280,16.0,8,9.0,2100.0,1,65.9,1.5,2.0,Super AMOLED,16M,[]
Samsung,Galaxy S III CDMA,133.2,280,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-siii-verizon.jpg,137.2,71.1,7.6,720 x 1280,32.0,8,9.0,2100.0,1,65.1,1.5,2.0,Super AMOLED,16M,[]
Samsung,I9300 Galaxy S III,133,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9300-galaxy-s-iii-ofic.jpg,136.6,70.6,8.6,720 x 1280,64.0,8,9.0,2100.0,1,65.9,1.4,1.0,Super AMOLED,16M,[]
Samsung,I8530 Galaxy Beam,145.3,240,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-beam-2012.jpg,124.0,64.2,12.5,480 x 800,8.0,5,3.0,2000.0,1,57.2,1.0,786432.0,TFT,16M,[]
Samsung,Galaxy Tab 2 10.1 P5110,581,290,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-2-101.jpg,256.6,175.3,9.7,800 x 1280,32.0,15,,7000.0,0,65.8,1.0,1.0,PLS,16M,[]
Samsung,Galaxy Tab 2 10.1 P5100,588,290,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-2-101.jpg,256.6,175.3,9.7,800 x 1280,32.0,15,,7000.0,0,65.8,1.0,1.0,PLS,16M,[]
Samsung,Rugby Smart I847,119,170,http://cdn2.gsmarena.com/vv/bigpic/samsung-rugby-smart.jpg,122.4,65.9,12.2,480 x 800,4.0,5,3.0,1650.0,1,48.3,1.4,524288.0,Super AMOLED,16M,[]
Samsung,Galaxy Ace 2 I8160,122,130,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-2.jpg,118.3,62.2,10.5,480 x 800,4.0,5,,1500.0,1,55.9,800000.0,786432.0,PLS,16M,[]
Samsung,Galaxy mini 2 S6500,105.3,90,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-mini-2-s6500-ofic.jpg,109.4,58.6,11.6,320 x 480,4.0,15,,1300.0,1,49.7,800000.0,524288.0,TFT,256K,[]
Samsung,Galaxy Pop Plus S5570i,106.6,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pop-plus-s5570i.jpg,110.4,60.6,12.1,240 x 320,,15,,1200.0,1,45.6,832000.0,393216.0,TFT,256K,[]
Samsung,Galaxy Tab 2 7.0 P3110,344,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-2.jpg,193.7,122.4,10.5,600 x 1024,32.0,15,,4000.0,0,58.2,1.0,1.0,PLS,16M,[]
Samsung,Galaxy Tab 2 7.0 P3100,345,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-2.jpg,193.7,122.4,10.5,600 x 1024,32.0,15,,4000.0,0,58.2,1.0,1.0,PLS,16M,[]
Samsung,I9070 Galaxy S Advance,120,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-advance.jpg,123.2,63.0,9.7,480 x 800,16.0,5,3.0,1500.0,1,58.7,1.0,786432.0,Super AMOLED,16M,[]
Samsung,Galaxy Nexus I9250M,135,240,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-nexus-tellus.jpg,135.5,67.9,8.9,720 x 1280,,5,3.0,1750.0,1,64.8,1.2,1.0,Super AMOLED,16M,[]
Samsung,Galaxy S Blaze 4G T769,127.6,140,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-blaze-4g.jpg,121.9,63.0,11.2,480 x 800,3.0,5,3.0,1750.0,1,58.4,1.5,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Tab 7.7 LTE I815,340.2,280,http://cdn2.gsmarena.com/vv/bigpic/Samsung-Galaxy-Tab-7.7-LTE-i815.jpg,196.6,133.1,7.9,800 x 1280,32.0,15,2.0,5100.0,0,65.7,1.4,1.0,Super AMOLED,16M,['Super AMOLED Plus']
Samsung,Galaxy Note T879,180,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-t-mobile-sgh-t879.jpg,146.8,83.1,9.7,800 x 1280,16.0,8,2.0,2500.0,1,66.8,1.5,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Note I717,178,350,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-lte-new.jpg,146.8,83.0,9.7,800 x 1280,16.0,8,2.0,2500.0,1,66.8,1.5,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Ace Plus S7500,115,120,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-plus.jpg,114.5,62.5,11.2,320 x 480,3.0,5,,1300.0,1,55.4,1.0,524288.0,TFT,16M,[]
Samsung,I929 Galaxy S II Duos,138,190,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-ii-duos.jpg,129.8,68.9,9.7,480 x 800,16.0,8,2.0,1800.0,1,65.0,1.2,1.0,Super AMOLED,16M,['Super AMOLED Plus']
Samsung,I110 Illusion,120,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-illusion-sch-i110-verizon.jpg,114.4,59.9,11.7,320 x 480,2.0,15,,1500.0,1,53.2,1.0,524288.0,TFT,,[]
Samsung,Galaxy S II Skyrocket i727,130.5,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-ii-skyrocket.jpg,129.8,68.8,9.5,480 x 800,16.0,8,2.0,1850.0,1,64.5,1.5,1.0,Super AMOLED,16M,['Super AMOLED Plus']
Samsung,Exhibit II 4G T679,116,100,http://cdn2.gsmarena.com/vv/bigpic/samsung-exhibit-ii-4g.jpg,115.0,60.0,11.0,480 x 800,1.0,15,,1500.0,1,56.5,1.0,524288.0,TFT,16M,[]
Samsung,Galaxy Nexus i515,150,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-nexus-i515.jpg,135.5,67.9,9.5,720 x 1280,32.0,5,3.0,1850.0,1,64.8,1.2,1.0,Super AMOLED,16M,[]
Samsung,Galaxy Nexus I9250,135,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-nexus-new.jpg,135.5,67.9,8.9,720 x 1280,16.0,5,3.0,1750.0,1,64.8,1.2,1.0,Super AMOLED,16M,[]
Samsung,I9100G Galaxy S II,116,220,http://cdn2.gsmarena.com/vv/bigpic/samsung-i9100g-galaxy-s-ii.jpg,125.3,66.1,8.5,480 x 800,16.0,8,2.0,1650.0,1,63.5,1.2,1.0,Super AMOLED,16M,['Super AMOLED Plus']
Samsung,i927 Captivate Glide,147,110,http://cdn2.gsmarena.com/vv/bigpic/samsung-captivate-glide.jpg,124.0,64.0,13.0,480 x 800,8.0,8,3.0,1650.0,1,57.4,1.0,1.0,Super AMOLED,16M,[]
Samsung,DoubleTime I857,148,70,http://cdn2.gsmarena.com/vv/bigpic/samsung-doubletime.jpg,113.0,62.0,15.0,320 x 480,,15,,1200.0,1,43.5,800000.0,262144.0,TFT,256K,[]
Samsung,P6210 Galaxy Tab 7.0 Plus,345,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-plus-p6210.jpg,193.7,122.4,9.9,600 x 1024,32.0,15,2.0,4000.0,0,58.2,1.2,1.0,PLS,16M,[]
Samsung,P6200 Galaxy Tab 7.0 Plus,345,260,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-plus-p6200.jpg,193.7,122.4,9.9,600 x 1024,32.0,15,2.0,4000.0,0,58.2,1.2,1.0,PLS,16M,[]
Samsung,Omnia W I8350,115.3,150,http://cdn2.gsmarena.com/vv/bigpic/samsung-omnia-w-i8350.jpg,115.6,58.8,10.9,480 x 800,8.0,5,,1500.0,1,57.3,1.4,524288.0,Super AMOLED,16M,[]
Samsung,Galaxy S II HD LTE,130.5,180,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s-ii-hd-lte.jpg,129.8,68.8,9.5,720 x 1280,16.0,8,2.0,1850.0,1,66.7,1.5,1.0,Super AMOLED,16M,[]
